Surah,Ayah,Text,Label
43,76,Nowise shall We be unjust to them: but it is they who have been unjust themselves.,['pillars_of_faith']
43,77,"They will cry: ""O Malik! would that thy Lord put an end to us!"" He will say, ""Nay, but ye shall abide!""",['pillars_of_faith']
43,79,What! have they settled some plan (among themselves)? But it is We Who settle things.,['forbiden_acts']
43,80,"Or do they think that We hear not their secrets and their private counsels? Indeed (We do), and Our messengers are by them, to record.",['pillars_of_faith']
43,82,"Glory to the Lord of the heavens and the earth, the Lord of the Throne (of Authority)! (He is free) from the things they attribute (to him)!","['pillars_of_faith', 'people_of_the_book']"
43,83,"So leave them to babble and play (with vanities) until they meet that Day of theirs, which they have been promised.",['forbiden_acts']
43,84,It is He Who is Allah in heaven and Allah on earth; and He is full of Wisdom and Knowledge.,['pillars_of_faith']
43,85,"And blessed is He to Whom belongs the dominion of the heavens and the earth, and all between them: with Him is the Knowledge of the Hour (of Judgment): and to Him shall ye be brought back.",['pillars_of_faith']
43,87,"If thou ask them, who created them, they will certainly say, Allah: How then are they deluded away (from the Truth)?","['pillars_of_faith', 'forbiden_acts', 'creation_and_creatures']"
43,89,"But turn away from them, and say ""Peace!"" But soon shall they know!",['muslim_ethic']
44,7,"The Lord of the heavens and the earth and all between them, if ye (but) have an assured faith.",['pillars_of_faith']
44,8,"There is no god but He: It is He Who gives life and gives death,- The Lord and Cherisher to you and your earliest ancestors.",['pillars_of_faith']
44,10,"Then watch thou for the Day that the sky will bring forth a kind of smoke (or mist) plainly visible,","['pillars_of_faith', 'forbiden_acts']"
44,12,"(They will say:) ""Our Lord! remove the Penalty from us, for we do really believe!""",['invocations_in_the_quran']
44,13,"How shall the message be (effectual) for them, seeing that an Messenger explaining things clearly has (already) come to them,-",['forbiden_acts']
44,17,"We did, before them, try the people of Pharaoh: there came to them a messenger most honourable,",['foundations_of_the_laws']
44,19,"""And be not arrogant as against Allah: for I come to you with authority manifest.",['forbiden_acts']
44,23,"(The reply came:) ""March forth with My Servants by night: for ye are sure to be pursued.",['forbiden_acts']
44,26,"And corn-fields and noble buildings,",['pillars_of_faith']
44,27,"And wealth (and conveniences of life), wherein they had taken such delight!",['people_of_the_book']
44,30,"We did deliver aforetime the Children of Israel from humiliating Punishment,","['forbiden_acts', 'people_of_the_book']"
44,32,"And We chose them aforetime above the nations, knowingly,",['people_of_the_book']
44,36,"""Then bring (back) our forefathers, if what ye say is true!""","['pillars_of_faith', 'muslim_ethic']"
44,37,What! Are they better than the people of Tubba and those who were before them? We destroyed them because they were guilty of sin.,['forbiden_acts']
44,38,"We created not the heavens, the earth, and all between them, merely in (idle) sport:","['pillars_of_faith', 'creation_and_creatures']"
44,40,"Verily the Day of sorting out is the time appointed for all of them,-",['pillars_of_faith']
44,43,Verily the tree of Zaqqum,['forbiden_acts']
44,49,"""Taste thou (this)! Truly wast thou mighty, full of honour!","['pillars_of_faith', 'forbiden_acts']"
44,51,"As to the Righteous (they will be) in a position of Security,",['muslim_ethic']
44,55,There can they call for every kind of fruit in peace and security;,['pillars_of_faith']
44,56,"Nor will they there taste Death, except the first death; and He will preserve them from the Penalty of the Blazing Fire,-",['pillars_of_faith']
45,4,"And in the creation of yourselves and the fact that animals are scattered (through the earth), are Signs for those of assured Faith.",['creation_and_creatures']
45,5,"And in the alternation of Night and Day, and the fact that Allah sends down Sustenance from the sky, and revives therewith the earth after its death, and in the change of the winds,- are Signs for those that are wise.","['pillars_of_faith', 'creation_and_creatures', 'science_in_the_quran']"
45,7,Woe to each sinful dealer in Falsehoods:,['forbiden_acts']
45,9,"And when he learns something of Our Signs, he takes them in jest: for such there will be a humiliating Penalty.",['forbiden_acts']
45,10,"In front of them is Hell: and of no profit to them is anything they may have earned, nor any protectors they may have taken to themselves besides Allah: for them is a tremendous Penalty.","['pillars_of_faith', 'forbiden_acts']"
45,11,"This is (true) Guidance and for those who reject the Signs of their Lord, is a grievous Penalty of abomination.",['pillars_of_faith']
45,12,"It is Allah Who has subjected the sea to you, that ships may sail through it by His command, that ye may seek of his Bounty, and that ye may be grateful.","['muslim_ethic', 'creation_and_creatures']"
45,14,"Tell those who believe, to forgive those who do not look forward to the Days of Allah: It is for Him to recompense (for good or ill) each People according to what they have earned.",['muslim_ethic']
45,15,"If any one does a righteous deed, it ensures to the benefit of his own soul; if he does evil, it works against (his own soul). In the end will ye (all) be brought back to your Lord.","['muslim_ethic', 'forbiden_acts']"
45,16,"We did aforetime grant to the Children of Israel the Book the Power of Command, and Prophethood; We gave them, for Sustenance, things good and pure; and We favoured them above the nations.","['pillars_of_faith', 'people_of_the_book']"
45,17,"And We granted them Clear Signs in affairs (of Religion): it was only after knowledge had been granted to them that they fell into schisms, through insolent envy among themselves. Verily thy Lord will judge between them on the Day of Judgment as to those matters in which they set up differences.","['pillars_of_faith', 'forbiden_acts', 'science_in_the_quran']"
45,18,"Then We put thee on the (right) Way of Religion: so follow thou that (Way), and follow not the desires of those who know not.",['forbiden_acts']
45,19,"They will be of no use to thee in the sight of Allah: it is only Wrong-doers (that stand as) protectors, one to another: but Allah is the Protector of the Righteous.","['muslim_ethic', 'forbiden_acts']"
45,20,These are clear evidences to men and a Guidance and Mercy to those of assured Faith.,['pillars_of_faith']
45,21,"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts', 'foundations_of_the_laws']"
45,22,"Allah created the heavens and the earth for just ends, and in order that each soul may find the recompense of what it has earned, and none of them be wronged.","['pillars_of_faith', 'foundations_of_the_laws', 'creation_and_creatures']"
45,23,"Then seest thou such a one as takes as his god his own vain desire? Allah has, knowing (him as such), left him astray, and sealed his hearing and his heart (and understanding), and put a cover on his sight. Who, then, will guide him after Allah (has withdrawn Guidance)? Will ye not then receive admonition?","['pillars_of_faith', 'forbiden_acts']"
45,24,"And they say: ""What is there but our life in this world? We shall die and we live, and nothing but time can destroy us."" But of that they have no knowledge: they merely conjecture:",['forbiden_acts']
45,25,"And when Our Clear Signs are rehearsed to them their argument is nothing but this: They say, ""Bring (back) our forefathers, if what ye say is true!""","['pillars_of_faith', 'muslim_ethic']"
45,26,"Say: ""It is Allah Who gives you life, then gives you death; then He will gather you together for the Day of Judgment about which there is no doubt"": But most men do not understand.","['pillars_of_faith', 'forbiden_acts']"
45,27,"To Allah belongs the dominion of the heavens and the earth, and the Day that the Hour of Judgment is established,- that Day will the dealers in Falsehood perish!","['pillars_of_faith', 'forbiden_acts']"
45,30,"Then, as to those who believed and did righteous deeds, their Lord will admit them to His Mercy that will be the achievement for all to see.",['muslim_ethic']
45,31,"But as to those who rejected Allah, (to them will be said): ""Were not Our Signs rehearsed to you? But ye were arrogant, and were a people given to sin!",['forbiden_acts']
45,32,"""And when it was said that the promise of Allah was true, and that the Hour- there was no doubt about its (coming), ye used to say, 'We know not what is the hour: we only think it is an idea, and we have no firm assurance.'""","['pillars_of_faith', 'forbiden_acts']"
45,34,"It will also be said: ""This Day We will forget you as ye forgot the meeting of this Day of yours! and your abode is the Fire, and no helpers have ye!","['pillars_of_faith', 'forbiden_acts']"
45,35,"""This, because ye used to take the Signs of Allah in jest, and the life of the world deceived you:"" (From) that Day, therefore, they shall not be taken out thence, nor shall they be received into Grace.",['forbiden_acts']
45,36,"Then Praise be to Allah, Lord of the heavens and Lord of the earth,- Lord and Cherisher of all the Worlds!","['pillars_of_faith', 'muslim_ethic']"
46,3,"We created not the heavens and the earth and all between them but for just ends, and for a Term Appointed: But those who reject Faith turn away from that whereof they are warned.","['pillars_of_faith', 'forbiden_acts', 'creation_and_creatures']"
46,4,"Say: ""Do ye see what it is ye invoke besides Allah? Show me what it is they have created on earth, or have they a share in the heavens bring me a book (revealed) before this, or any remnant of knowledge (ye may have), if ye are telling the truth!",['forbiden_acts']
46,5,"And who is more astray than one who invokes besides Allah, such as will not answer him to the Day of Judgment, and who (in fact) are unconscious of their call (to them)?","['pillars_of_faith', 'forbiden_acts']"
46,7,"When Our Clear Signs are rehearsed to them, the Unbelievers say, of the Truth when it comes to them: ""This is evident sorcery!""",['forbiden_acts']
46,8,"Or do they say, ""He has forged it""? Say: ""Had I forged it, then can ye obtain no single (blessing) for me from Allah. He knows best of that whereof ye talk (so glibly)! Enough is He for a witness between me and you! And he is Oft-Forgiving, Most Merciful.""","['pillars_of_faith', 'mandatory_acts', 'forbiden_acts', 'foundations_of_the_laws']"
46,10,"Say: ""See ye? If (this teaching) be from Allah, and ye reject it, and a witness from among the Children of Israel testifies to its similarity (with earlier scripture), and has believed while ye are arrogant, (how unjust ye are!) truly, Allah guides not a people unjust.""","['pillars_of_faith', 'forbiden_acts', 'people_of_the_book']"
46,11,"The Unbelievers say of those who believe: ""If (this Message) were a good thing, (such men) would not have gone to it first, before us!"" And seeing that they guide not themselves thereby, they will say, ""this is an (old,) falsehood!""",['forbiden_acts']
46,12,"And before this, was the Book of Moses as a guide and a mercy: And this Book confirms (it) in the Arabic tongue; to admonish the unjust, and as Glad Tidings to those who do right.","['muslim_ethic', 'people_of_the_book']"
46,15,"We have enjoined on man kindness to his parents: In pain did his mother bear him, and in pain did she give him birth. The carrying of the (child) to his weaning is (a period of) thirty months. At length, when he reaches the age of full strength and attains forty years, he says, ""O my Lord! Grant me that I may be grateful for Thy favour which Thou has bestowed upon me, and upon both my parents, and that I may work righteousness such as Thou mayest approve; and be gracious to me in my issue. Truly have I turned to Thee and truly do I bow (to Thee) in Islam.""","['pillars_of_faith', 'mandatory_acts', 'muslim_ethic', 'forbiden_acts', 'creation_and_creatures', 'invocations_in_the_quran']"
46,17,"But (there is one) who says to his parents, ""Fie on you! Do ye hold out the promise to me that I shall be raised up, even though generations have passed before me (without rising again)?"" And they two seek Allah's aid, (and rebuke the son): ""Woe to thee! Have faith! for the promise of Allah is true."" But he says, ""This is nothing but tales of the ancients!""",['foundations_of_the_laws']
46,18,"Such are they against whom is proved the sentence among the previous generations of Jinns and men, that have passed away; for they will be (utterly) lost.",['creation_and_creatures']
46,19,"And to all are (assigned) degrees according to the deeds which they (have done), and in order that (Allah) may recompense their deeds, and no injustice be done to them.","['pillars_of_faith', 'foundations_of_the_laws']"
46,20,"And on the Day that the Unbelievers will be placed before the Fire, (It will be said to them): ""Ye received your good things in the life of the world, and ye took your pleasure out of them: but today shall ye be recompensed with a Penalty of humiliation: for that ye were arrogant on earth without just cause, and that ye (ever) transgressed.""","['pillars_of_faith', 'forbiden_acts']"
46,22,"They said: ""Hast thou come in order to turn us aside from our gods? Then bring upon us the (calamity) with which thou dost threaten us, if thou art telling the truth?""",['muslim_ethic']
46,23,"He said: ""The Knowledge (of when it will come) is only with Allah: I proclaim to you the mission on which I have been sent: But I see that ye are a people in ignorance!""..",['pillars_of_faith']
46,25,"""Everything will it destroy by the command of its Lord!"" Then by the morning they - nothing was to be seen but (the ruins of) their houses! thus do We recompense those given to sin!","['pillars_of_faith', 'forbiden_acts']"
46,26,"And We had firmly established them in a (prosperity and) power which We have not given to you (ye Quraish!) and We had endowed them with (faculties of) hearing, seeing, heart and intellect: but of no profit to them were their (faculties of) hearing, sight, and heart and intellect, when they went on rejecting the Signs of Allah; and they were (completely) encircled by that which they used to mock at!",['forbiden_acts']
46,27,"We destroyed aforetime populations round about you; and We have shown the Signs in various ways, that they may turn (to Us).",['pillars_of_faith']
46,28,"Why then was no help forthcoming to them from those whom they worshipped as gods, besides Allah, as a means of access (to Allah)? Nay, they left them in the lurch: but that was their falsehood and their invention.",['forbiden_acts']
46,30,"They said, ""O our people! We have heard a Book revealed after Moses, confirming what came before it: it guides (men) to the Truth and to a Straight Path.","['pillars_of_faith', 'muslim_ethic']"
46,31,"""O our people, hearken to the one who invites (you) to Allah, and believe in him: He will forgive you your faults, and deliver you from a Penalty Grievous.","['mandatory_acts', 'creation_and_creatures']"
46,32,"""If any does not hearken to the one who invites (us) to Allah, he cannot frustrate (Allah's Plan) on earth, and no protectors can he have besides Allah: such men (wander) in manifest error.""",['pillars_of_faith']
46,33,"See they not that Allah, Who created the heavens and the earth, and never wearied with their creation, is able to give life to the dead? Yea, verily He has power over all things.","['pillars_of_faith', 'creation_and_creatures']"
46,34,"And on the Day that the Unbelievers will be placed before the Fire, (they will be asked,) ""Is this not the Truth?"" they will say, ""Yea, by our Lord!"" (One will say:) ""Then taste ye the Penalty, for that ye were wont to deny (Truth)!""","['pillars_of_faith', 'forbiden_acts']"
46,35,"Therefore patiently persevere, as did (all) messengers of inflexible purpose; and be in no haste about the (Unbelievers). On the Day that they see the (Punishment) promised them, (it will be) as if they had not tarried more than an hour in a single day. (Thine but) to proclaim the Message: but shall any be destroyed except those who transgress?","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts']"
47,1,"Those who reject Allah and hinder (men) from the Path of Allah,- their deeds will Allah render astray (from their mark).","['pillars_of_faith', 'forbiden_acts']"
47,2,"But those who believe and work deeds of righteousness, and believe in the (Revelation) sent down to Muhammad - for it is the Truth from their Lord,- He will remove from them their ills and improve their condition.","['muslim_ethic', 'forbiden_acts']"
47,3,"This because those who reject Allah follow vanities, while those who believe follow the Truth from their Lord: Thus does Allah set forth for men their lessons by similitudes.",['forbiden_acts']
47,4,"Therefore, when ye meet the Unbelievers (in fight), smite at their necks; At length, when ye have thoroughly subdued them, bind a bond firmly (on them): thereafter (is the time for) either generosity or ransom: Until the war lays down its burdens. Thus (are ye commanded): but if it had been Allah's Will, He could certainly have exacted retribution from them (Himself); but (He lets you fight) in order to test you, some with others. But those who are slain in the Way of Allah,- He will never let their deeds be lost.",['pillars_of_faith']
47,6,And admit them to the Garden which He has announced for them.,['mandatory_acts']
47,8,"But those who reject (Allah),- for them is destruction, and (Allah) will render their deeds astray (from their mark).","['pillars_of_faith', 'forbiden_acts']"
47,11,"That is because Allah is the Protector of those who believe, but those who reject Allah have no protector.",['forbiden_acts']
47,12,"Verily Allah will admit those who believe and do righteous deeds, to Gardens beneath which rivers flow; while those who reject Allah will enjoy (this world) and eat as cattle eat; and the Fire will be their abode.","['pillars_of_faith', 'muslim_ethic', 'creation_and_creatures']"
47,13,"And how many cities, with more power than thy city which has driven thee out, have We destroyed (for their sins)? and there was none to aid them.","['pillars_of_faith', 'forbiden_acts']"
47,14,"Is then one who is on a clear (Path) from his Lord, no better than one to whom the evil of his conduct seems pleasing, and such as follow their own lusts?",['forbiden_acts']
47,15,"(Here is) a Parable of the Garden which the righteous are promised: in it are rivers of water incorruptible; rivers of milk of which the taste never changes; rivers of wine, a joy to those who drink; and rivers of honey pure and clear. In it there are for them all kinds of fruits; and Grace from their Lord. (Can those in such Bliss) be compared to such as shall dwell for ever in the Fire, and be given, to drink, boiling water, so that it cuts up their bowels (to pieces)?","['pillars_of_faith', 'mandatory_acts']"
47,16,"And among them are men who listen to thee, but in the end, when they go out from thee, they say to those who have received Knowledge, ""What is it he said just then?"" Such are men whose hearts Allah has sealed, and who follow their own lusts.","['muslim_ethic', 'forbiden_acts']"
47,17,"But to those who receive Guidance, He increases the (light of) Guidance, and bestows on them their Piety and Restraint (from evil).",['pillars_of_faith']
47,18,"Do they then only wait for the Hour,- that it should come on them of a sudden? But already have come some tokens thereof, and when it (actually) is on them, how can they benefit then by their admonition?",['pillars_of_faith']
47,19,"Know, therefore, that there is no god but Allah, and ask forgiveness for thy fault, and for the men and women who believe: for Allah knows how ye move about and how ye dwell in your homes.","['mandatory_acts', 'creation_and_creatures']"
47,20,"Those who believe say, ""Why is not a sura sent down (for us)?"" But when a sura of basic or categorical meaning is revealed, and fighting is mentioned therein, thou wilt see those in whose hearts is a disease looking at thee with a look of one in swoon at the approach of death. But more fitting for them-","['pillars_of_faith', 'mandatory_acts', 'forbiden_acts']"
47,21,"Were it to obey and say what is just, and when a matter is resolved on, it were best for them if they were true to Allah.",['muslim_ethic']
47,22,"Then, is it to be expected of you, if ye were put in authority, that ye will do mischief in the land, and break your ties of kith and kin?","['pillars_of_faith', 'forbiden_acts']"
47,25,"Those who turn back as apostates after Guidance was clearly shown to them,- the Evil One has instigated them and busied them up with false hopes.","['pillars_of_faith', 'forbiden_acts', 'creation_and_creatures']"
47,26,"This, because they said to those who hate what Allah has revealed, ""We will obey you in part of (this) matter""; but Allah knows their (inner) secrets.",['pillars_of_faith']
47,27,"But how (will it be) when the angels take their souls at death, and smite their faces and their backs?",['pillars_of_faith']
47,28,"This because they followed that which called forth the Wrath of Allah, and they hated Allah's good pleasure; so He made their deeds of no effect.",['forbiden_acts']
47,29,"Or do those in whose hearts is a disease, think that Allah will not bring to light all their rancour?",['forbiden_acts']
47,30,"Had We so wiled, We could have shown them up to thee, and thou shouldst have known them by their marks: but surely thou wilt know them by the tone of their speech! And Allah knows all that ye do.",['pillars_of_faith']
47,31,And We shall try you until We test those among you who strive their utmost and persevere in patience; and We shall try your reported (mettle).,"['muslim_ethic', 'forbiden_acts']"
47,32,"Those who reject Allah, hinder (men) from the Path of Allah, and resist the Messenger, after Guidance has been clearly shown to them, will not injure Allah in the least, but He will make their deeds of no effect.","['pillars_of_faith', 'forbiden_acts']"
47,34,"Those who reject Allah, and hinder (men) from the Path of Allah, then die rejecting Allah,- Allah will not forgive them.","['pillars_of_faith', 'mandatory_acts', 'forbiden_acts']"
47,35,"Be not weary and faint-hearted, crying for peace, when ye should be uppermost: for Allah is with you, and will never put you in loss for your (good) deeds.",['forbiden_acts']
47,36,"The life of this world is but play and amusement: and if ye believe and guard against Evil, He will grant you your recompense, and will not ask you (to give up) your possessions.","['muslim_ethic', 'forbiden_acts']"
47,37,"If He were to ask you for all of them, and press you, ye would covetously withhold, and He would bring out all your ill-feeling.",['forbiden_acts']
47,38,"Behold, ye are those invited to spend (of your substance) in the Way of Allah: But among you are some that are niggardly. But any who are niggardly are so at the expense of their own souls. But Allah is free of all wants, and it is ye that are needy. If ye turn back (from the Path), He will substitute in your stead another people; then they would not be like you!",['mandatory_acts']
48,1,Verily We have granted thee a manifest Victory:,['pillars_of_faith']
48,2,That Allah may forgive thee thy faults of the past and those to follow; fulfil His favour to thee; and guide thee on the Straight Way;,['mandatory_acts']
48,4,"It is He Who sent down tranquillity into the hearts of the Believers, that they may add faith to their faith;- for to Allah belong the Forces of the heavens and the earth; and Allah is Full of Knowledge and Wisdom;-",['pillars_of_faith']
48,5,"That He may admit the men and women who believe, to Gardens beneath which rivers flow, to dwell therein for aye, and remove their ills from them;- and that is, in the sight of Allah, the highest achievement (for man),-","['pillars_of_faith', 'forbiden_acts', 'creation_and_creatures']"
48,6,"And that He may punish the Hypocrites, men and women, and the Polytheists men and women, who imagine an evil opinion of Allah. On them is a round of Evil: the Wrath of Allah is on them: He has cursed them and got Hell ready for them: and evil is it for a destination.","['pillars_of_faith', 'forbiden_acts']"
48,7,"For to Allah belong the Forces of the heavens and the earth; and Allah is Exalted in Power, Full of Wisdom.",['pillars_of_faith']
48,8,"We have truly sent thee as a witness, as a bringer of Glad Tidings, and as a Warner:",['foundations_of_the_laws']
48,9,"In order that ye (O men) may believe in Allah and His Messenger, that ye may assist and honour Him, and celebrate His praise morning and evening.",['mandatory_acts']
48,10,"Verily those who plight their fealty to thee do no less than plight their fealty to Allah: the Hand of Allah is over their hands: then any one who violates his oath, does so to the harm of his own soul, and any one who fulfils what he has covenanted with Allah,- Allah will soon grant him a great Reward.","['forbiden_acts', 'foundations_of_the_laws']"
48,11,"The desert Arabs who lagged behind will say to thee: ""We were engaged in (looking after) our flocks and herds, and our families: do thou then ask forgiveness for us."" They say with their tongues what is not in their hearts. Say: ""Who then has any power at all (to intervene) on your behalf with Allah, if His Will is to give you some loss or to give you some profit? But Allah is well acquainted with all that ye do.","['pillars_of_faith', 'mandatory_acts']"
48,12,"""Nay, ye thought that the Messenger and the Believers would never return to their families; this seemed pleasing in your hearts, and ye conceived an evil thought, for ye are a people lost (in wickedness).""",['forbiden_acts']
48,13,"And if any believe not in Allah and His Messenger, We have prepared, for those who reject Allah, a Blazing Fire!",['forbiden_acts']
48,14,"To Allah belongs the dominion of the heavens and the earth: He forgives whom He wills, and He punishes whom He wills: but Allah is Oft-Forgiving, Most Merciful.","['pillars_of_faith', 'mandatory_acts']"
48,15,"Those who lagged behind (will say), when ye (are free to) march and take booty (in war): ""Permit us to follow you."" They wish to change Allah's decree: Say: ""Not thus will ye follow us: Allah has already declared (this) beforehand"": then they will say, ""But ye are jealous of us."" Nay, but little do they understand (such things).",['forbiden_acts']
48,16,"Say to the desert Arabs who lagged behind: ""Ye shall be summoned (to fight) against a people given to vehement war: then shall ye fight, or they shall submit. Then if ye show obedience, Allah will grant you a goodly reward, but if ye turn back as ye did before, He will punish you with a grievous Penalty.""","['muslim_ethic', 'forbiden_acts']"
48,17,"No blame is there on the blind, nor is there blame on the lame, nor on one ill (if he joins not the war): But he that obeys Allah and his Messenger,- (Allah) will admit him to Gardens beneath which rivers flow; and he who turns back, (Allah) will punish him with a grievous Penalty.","['pillars_of_faith', 'mandatory_acts']"
48,18,"Allah's Good Pleasure was on the Believers when they swore Fealty to thee under the Tree: He knew what was in their hearts, and He sent down Tranquillity to them; and He rewarded them with a speedy Victory;","['pillars_of_faith', 'creation_and_creatures']"
48,20,"Allah has promised you many gains that ye shall acquire, and He has given you these beforehand; and He has restrained the hands of men from you; that it may be a Sign for the Believers, and that He may guide you to a Straight Path;",['pillars_of_faith']
48,21,"And other gains (there are), which are not within your power, but which Allah has compassed: and Allah has power over all things.",['pillars_of_faith']
48,23,(Such has been) the practice (approved) of Allah already in the past: no change wilt thou find in the practice (approved) of Allah.,['pillars_of_faith']
48,25,"They are the ones who denied Revelation and hindered you from the Sacred Mosque and the sacrificial animals, detained from reaching their place of sacrifice. Had there not been believing men and believing women whom ye did not know that ye were trampling down and on whose account a crime would have accrued to you without (your) knowledge, (Allah would have allowed you to force your way, but He held back your hands) that He may admit to His Mercy whom He will. If they had been apart, We should certainly have punished the Unbelievers among them with a grievous Punishment.","['forbiden_acts', 'creation_and_creatures', 'makkah']"
48,26,"While the Unbelievers got up in their hearts heat and cant - the heat and cant of ignorance,- Allah sent down His Tranquillity to his Messenger and to the Believers, and made them stick close to the command of self-restraint; and well were they entitled to it and worthy of it. And Allah has full knowledge of all things.",['muslim_ethic']
48,27,"Truly did Allah fulfil the vision for His Messenger: ye shall enter the Sacred Mosque, if Allah wills, with minds secure, heads shaved, hair cut short, and without fear. For He knew what ye knew not, and He granted, besides this, a speedy victory.",['makkah']
48,28,"It is He Who has sent His Messenger with Guidance and the Religion of Truth, to proclaim it over all religion: and enough is Allah for a Witness.","['pillars_of_faith', 'mandatory_acts', 'foundations_of_the_laws']"
48,29,"Muhammad is the messenger of Allah; and those who are with him are strong against Unbelievers, (but) compassionate amongst each other. Thou wilt see them bow and prostrate themselves (in prayer), seeking Grace from Allah and (His) Good Pleasure. On their faces are their marks, (being) the traces of their prostration. This is their similitude in the Taurat; and their similitude in the Gospel is: like a seed which sends forth its blade, then makes it strong; it then becomes thick, and it stands on its own stem, (filling) the sowers with wonder and delight. As a result, it fills the Unbelievers with rage at them. Allah has promised those among them who believe and do righteous deeds forgiveness, and a great Reward.","['mandatory_acts', 'muslim_ethic', 'people_of_the_book']"
49,2,"O ye who believe! Raise not your voices above the voice of the Prophet, nor speak aloud to him in talk, as ye may speak aloud to one another, lest your deeds become vain and ye perceive not.","['muslim_ethic', 'forbiden_acts']"
49,3,"Those that lower their voices in the presence of Allah's Messenger,- their hearts has Allah tested for piety: for them is Forgiveness and a great Reward.","['mandatory_acts', 'muslim_ethic']"
49,4,Those who shout out to thee from without the inner apartments - most of them lack understanding.,['muslim_ethic']
49,5,"If only they had patience until thou couldst come out to them, it would be best for them: but Allah is Oft-Forgiving, Most Merciful.","['mandatory_acts', 'muslim_ethic', 'forbiden_acts']"
49,6,"O ye who believe! If a wicked person comes to you with any news, ascertain the truth, lest ye harm people unwittingly, and afterwards become full of repentance for what ye have done.","['forbiden_acts', 'foundations_of_the_laws']"
49,7,"And know that among you is Allah's Messenger: were he, in many matters, to follow your (wishes), ye would certainly fall into misfortune: But Allah has endeared the Faith to you, and has made it beautiful in your hearts, and He has made hateful to you Unbelief, wickedness, and rebellion: such indeed are those who walk in righteousness;-","['pillars_of_faith', 'forbiden_acts']"
49,9,"If two parties among the Believers fall into a quarrel, make ye peace between them: but if one of them transgresses beyond bounds against the other, then fight ye (all) against the one that transgresses until it complies with the command of Allah; but if it complies, then make peace between them with justice, and be fair: for Allah loves those who are fair (and just).","['muslim_ethic', 'forbiden_acts', 'foundations_of_the_laws']"
49,11,"O ye who believe! Let not some men among you laugh at others: It may be that the (latter) are better than the (former): Nor let some women laugh at others: It may be that the (latter are better than the (former): Nor defame nor be sarcastic to each other, nor call each other by (offensive) nicknames: Ill-seeming is a name connoting wickedness, (to be used of one) after he has believed: And those who do not desist are (indeed) doing wrong.","['mandatory_acts', 'muslim_ethic', 'forbiden_acts', 'creation_and_creatures']"
49,12,"O ye who believe! Avoid suspicion as much (as possible): for suspicion in some cases is a sin: And spy not on each other behind their backs. Would any of you like to eat the flesh of his dead brother? Nay, ye would abhor it... But fear Allah: For Allah is Oft-Returning, Most Merciful.","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts']"
49,13,"O mankind! We created you from a single (pair) of a male and a female, and made you into nations and tribes, that ye may know each other (not that ye may despise (each other). Verily the most honoured of you in the sight of Allah is (he who is) the most righteous of you. And Allah has full knowledge and is well acquainted (with all things).","['foundations_of_the_laws', 'creation_and_creatures']"
49,14,"The desert Arabs say, ""We believe."" Say, ""Ye have no faith; but ye (only) say, 'We have submitted our wills to Allah,' For not yet has Faith entered your hearts. But if ye obey Allah and His Messenger, He will not belittle aught of your deeds: for Allah is Oft-Forgiving, Most Merciful.""","['pillars_of_faith', 'mandatory_acts']"
49,15,"Only those are Believers who have believed in Allah and His Messenger, and have never since doubted, but have striven with their belongings and their persons in the Cause of Allah: Such are the sincere ones.","['mandatory_acts', 'muslim_ethic', 'forbiden_acts']"
49,17,"They impress on thee as a favour that they have embraced Islam. Say, ""Count not your Islam as a favour upon me: Nay, Allah has conferred a favour upon you that He has guided you to the faith, if ye be true and sincere.","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts']"
50,3,"""What! When we die and become dust, (shall we live again?) That is a (sort of) return far (from our understanding).""",['pillars_of_faith']
50,4,We already know how much of them the earth takes away: With Us is a record guarding (the full account).,['pillars_of_faith']
50,5,But they deny the Truth when it comes to them: so they are in a confused state.,['forbiden_acts']
50,6,"Do they not look at the sky above them?- How We have made it and adorned it, and there are no flaws in it?",['pillars_of_faith']
50,7,"And the earth- We have spread it out, and set thereon mountains standing firm, and produced therein every kind of beautiful growth (in pairs)-",['creation_and_creatures']
50,10,"And tall (and stately) palm-trees, with shoots of fruit-stalks, piled one over another;-","['pillars_of_faith', 'creation_and_creatures', 'science_in_the_quran']"
50,13,"The 'Ad, Pharaoh, the brethren of Lut,",['forbiden_acts']
50,15,"Were We then weary with the first Creation, that they should be in confused doubt about a new Creation?","['pillars_of_faith', 'creation_and_creatures']"
50,16,"It was We Who created man, and We know what dark suggestions his soul makes to him: for We are nearer to him than (his) jugular vein.","['pillars_of_faith', 'forbiden_acts']"
50,17,"Behold, two (guardian angels) appointed to learn (his doings) learn (and noted them), one sitting on the right and one on the left.",['pillars_of_faith']
50,18,"Not a word does he utter but there is a sentinel by him, ready (to note it).",['muslim_ethic']
50,19,"And the stupor of death will bring Truth (before his eyes): ""This was the thing which thou wast trying to escape!""",['pillars_of_faith']
50,20,And the Trumpet shall be blown: that will be the Day whereof Warning (had been given).,['pillars_of_faith']
50,24,"(The sentence will be:) ""Throw, throw into Hell every contumacious Rejecter (of Allah)!-",['forbiden_acts']
